id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
5164,Gopherus berlandieri,Texas Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,berlandieri
5165,Gopherus morafkai,Morafka’s Desert Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,morafkai
5166,Gopherus polyphemus,Gopher Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus
5167,Stigmochelys pardalis,Leopard Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis
5168,Testudo graeca,Common Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca
5169,Testudo hermanni,Hermann's Tortoise,Reptiles,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,hermanni
5170,Apalone ferox,Florida Softshell Turtle,Reptiles,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox
5171,Apalone spinifera,Spiny Softshell,Reptiles,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera
5172,Actinia equina,Beadlet anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,equina
5173,Actinia tenebrosa,Waratah Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,tenebrosa
5174,Anemonia viridis,snakelocks anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis
5175,Anthopleura artemisia,Moonglow Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia
5176,Anthopleura elegantissima,Aggregating Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,elegantissima
5177,Anthopleura sola,Starburst Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,sola
5178,Anthopleura xanthogrammica,Giant Green Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,xanthogrammica
5179,Epiactis prolifera,Brooding Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera
5180,Isactinia olivacea,Olive Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isactinia,olivacea
5181,Oulactis muscosa,Speckled rock anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Oulactis,muscosa
5182,Phlyctenactis tuberculosa,Wandering Sea Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phlyctenactis,tuberculosa
5183,Urticina grebelnyi,Painted Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,grebelnyi
5184,Diadumene lineata,Striped Green Sea Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,lineata
5185,Metridium farcimen,Giant Plumose Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,farcimen
5186,Metridium senile,Plumose Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,senile
5187,Anthothoe albocincta,White-striped Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta
5188,Corynactis californica,Strawberry Anemone,Animalia,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis,californica
5189,Porpita porpita,Blue Button,Animalia,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Porpita,porpita
5190,Velella velella,By-the-wind Sailor,Animalia,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,velella
5191,Physalia physalis,Portuguese Man o' War,Animalia,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia,physalis
5192,Stomolophus meleagris,Cannonball Jelly,Animalia,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,meleagris
5193,Cyanea ferruginea,Pacific Lion's Mane Jelly,Animalia,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,ferruginea
5194,Chrysaora fuscescens,Pacific Sea Nettle,Animalia,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,fuscescens
5195,Phacellophora camtschatica,Egg-yolk Jelly,Animalia,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica
5196,Aurelia aurita,Moon Jellyfish,Animalia,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita
5197,Aurelia labiata,Greater Moon Jellyfish,Animalia,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata
5198,Asterias rubens,Purple Starfish,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,rubens
5199,Coscinasterias muricata,Eleven-armed Seastar,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata
5200,Evasterias troschelii,Mottled Star,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii
5201,Pisaster giganteus,Giant Sea Star,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,giganteus
5202,Pisaster ochraceus,Ochre Sea Star,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,ochraceus
5203,Pycnopodia helianthoides,Sunflower Sea Star,Animalia,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,helianthoides
5204,Henricia leviuscula,Pacific Blood Star,Animalia,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,leviuscula
5205,Patiria miniata,Bat Star,Animalia,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,miniata
5206,Patiriella regularis,New Zealand Common Cushion Star,Animalia,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiriella,regularis
5207,Dermasterias imbricata,Leather Star,Animalia,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,imbricata
5208,Oreaster reticulatus,Red Cushion Sea Star,Animalia,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Oreaster,reticulatus
5209,Echinometra mathaei,Indo-Pacific Rock-boring Urchin,Animalia,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,mathaei
5210,Evechinus chloroticus,Kina,Animalia,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Evechinus,chloroticus
5211,Mesocentrotus franciscanus,Red Sea Urchin,Animalia,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,franciscanus
5212,Strongylocentrotus droebachiensis,Green Sea Urchin,Animalia,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,droebachiensis
5213,Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,Animalia,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,purpuratus
5214,Dendraster excentricus,Eccentric Sand Dollar,Animalia,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Dendraster,excentricus
5215,Mellita quinquiesperforata,Five-slotted Sand Dollar,Animalia,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Mellita,quinquiesperforata
5216,Cucumaria miniata,Red Sea Cucumber,Animalia,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,miniata
5217,Apostichopus californicus,giant California sea cucumber,Animalia,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,californicus
5218,Ophiothrix spiculata,Western Spiny Brittle Star,Animalia,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,spiculata
5219,Ensis leei,Atlantic jackknife,Mollusks,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,leei
5220,Clinocardium nuttallii,Nuttall's Cockle,Mollusks,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii
5221,Dinocardium robustum,Giant Atlantic Cockle,Mollusks,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Dinocardium,robustum
5222,Tridacna maxima,Small Giant Clam,Mollusks,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,maxima
5223,Donax gouldii,Gould Beanclam,Mollusks,Animalia,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,gouldii
5224,Donax variabilis,Coquina,Mollusks,Animalia,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,variabilis
5225,Dreissena polymorpha,Zebra Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,polymorpha
5226,Mya arenaria,Soft-shelled Clam,Mollusks,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,arenaria
5227,Cyrtopleura costata,Angel Wing,Mollusks,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Cyrtopleura,costata
5228,Geukensia demissa,Atlantic Ribbed Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,demissa
5229,Mytilus californianus,California Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,californianus
5230,Mytilus edulis,Blue Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,edulis
5231,Perna canaliculus,New Zealand Green-lipped Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,canaliculus
5232,Xenostrobus neozelanicus,Little Black Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Xenostrobus,neozelanicus
5233,Crassostrea virginica,Eastern Oyster,Mollusks,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,virginica
5234,Magallana gigas,Pacific Oyster,Mollusks,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,gigas
5235,Ostrea edulis,European Flat Oyster,Mollusks,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,edulis
5236,Anomia simplex,Common Jingle,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,simplex
5237,Pododesmus macrochisma,Green Falsejingle,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,macrochisma
5238,Argopecten gibbus,Atlantic Calico Scallop,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,gibbus
5239,Argopecten irradians,Atlantic Bay Scallop,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,irradians
5240,Argopecten ventricosus,Pacific Calico Scallop,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,ventricosus
5241,Crassadoma gigantea,Giant Rock Scallop,Mollusks,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,gigantea
5242,Elliptio complanata,Eastern Elliptio,Mollusks,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Elliptio,complanata
5243,Pyganodon grandis,Giant Floater Mussel,Mollusks,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Pyganodon,grandis
5244,Corbicula fluminea,Asian Clam,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,fluminea
5245,Spisula solidissima,Atlantic Surf Clam,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,solidissima
5246,Austrovenus stutchburyi,New Zealand Cockle,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Austrovenus,stutchburyi
5247,Chione elevata,Cross-barred Venus,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chione,elevata
5248,Leukoma staminea,Pacific Littleneck Clam,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,staminea
5249,Mercenaria mercenaria,Hard Clam,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,mercenaria
5250,Ruditapes philippinarum,Japanese Littleneck,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,philippinarum
5251,Tivela stultorum,Pismo Clam,Mollusks,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Tivela,stultorum
5252,Octopus tetricus,Common Sydney Octopus,Mollusks,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,tetricus
5253,Octopus vulgaris,Common Octopus,Mollusks,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,vulgaris
5254,Sepia apama,Australian Giant Cuttlefish,Mollusks,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,apama
5255,Sepia officinalis,European Common Cuttlefish,Mollusks,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,officinalis
5256,Spirula spirula,Ram's Horn Squid,Mollusks,Animalia,Mollusca,Cephalopoda,Spirulida,Spirulidae,Spirula,spirula
5257,Aplysia californica,California Seahare,Mollusks,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,californica
5258,Aplysia vaccaria,Black Sea Hare,Mollusks,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,vaccaria
5259,Pomacea canaliculata,Channeled Applesnail,Mollusks,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,canaliculata
5260,Cipangopaludina chinensis,Chinese Mystery Snail,Mollusks,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Cipangopaludina,chinensis
5261,Navanax inermis,California Aglaja,Mollusks,Animalia,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Navanax,inermis
5262,Helicina orbiculata,Globular Drop Snail,Mollusks,Animalia,Mollusca,Gastropoda,Cycloneritida,Helicinidae,Helicina,orbiculata
5263,Diodora aspera,Rough Keyhole Limpet,Mollusks,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,aspera
5264,Fissurella volcano,Volcano Keyhole Limpet,Mollusks,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,volcano
5265,Megathura crenulata,Giant Keyhole Limpet,Mollusks,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,crenulata
5266,Crepidula fornicata,Common Slipper Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,fornicata
5267,Littoraria irrorata,Marsh Periwinkle,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,irrorata
5268,Littorina littorea,Common Periwinkle,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,littorea
5269,Littorina obtusata,Flat Periwinkle,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,obtusata
5270,Neverita duplicata,Shark Eye Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,duplicata
5271,Neverita lewisii,Lewis' Moon Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,lewisii
5272,Pomatias elegans,Round-mouthed Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pomatiidae,Pomatias,elegans
5273,Aliger gigas,Queen Conch,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Aliger,gigas
5274,Strombus alatus,Florida Fighting Conch,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,alatus
5275,Struthiolaria papulosa,Ostrich Foot Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Struthiolariidae,Struthiolaria,papulosa
5276,Thylacodes squamigerus,Scaled Worm Snail,Mollusks,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,squamigerus
5277,Buccinum undatum,Common Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,undatum
5278,Busycon carica,Knobbed Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Busycon,carica
5279,Cominella adspersa,Speckled Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Cominella,adspersa
5280,Cominella glandiformis,Mud Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Cominella,glandiformis
5281,Kelletia kelletii,Kellet's Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,kelletii
5282,Sinistrofulgur sinistrum,Lightning Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Sinistrofulgur,sinistrum
5283,Californiconus californicus,California Cone,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,californicus
5284,Ceratostoma foliatum,Leafy Hornmouth,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,foliatum
5285,Dicathais orbita,Cart-Rut Shell,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Dicathais,orbita
5286,Nucella lamellosa,Wrinkled Purple,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,lamellosa
5287,Nucella lapillus,Dog Whelk,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,lapillus
5288,Nucella ostrina,Striped Dogwinkle,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,ostrina
5289,Urosalpinx cinerea,Eastern Oyster Drill,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,cinerea
5290,Tritia obsoleta,Eastern Mud Snail,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,obsoleta
5291,Americoliva sayana,Lettered Olive,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Americoliva,sayana
5292,Olivella biplicata,Purple Olive Snail,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,biplicata
5293,Alcithoe arabica,Arabic Volute,Mollusks,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Alcithoe,arabica
5294,Aeolidia loui,shag-rug nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,loui
5295,Cadlina modesta,Modest Cadlina,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,modesta
5296,Ceratosoma amoenum,Clown Doris,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Ceratosoma,amoenum
5297,Ceratosoma brevicaudatum,Short-tailed Ceratosoma,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Ceratosoma,brevicaudatum
5298,Chromodoris annae,Anna's Chromodoris,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,annae
5299,Doriprismatica atromarginata,Black-margined Nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Doriprismatica,atromarginata
5300,Orienthella trilineata,Three-lined Aeolid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Coryphellidae,Orienthella,trilineata
5301,Doriopsilla fulva,White-spotted Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,fulva
5302,Dendronotus venustus,Branched Dendronotus,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,venustus
5303,Dirona albolineata,White-lined Dirona,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,albolineata
5304,Dirona picta,Colorful Dirona,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,picta
5305,Diaulula odonoghuei,Spotted Leopard Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,odonoghuei
5306,Diaulula sandiegensis,San Diego Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,sandiegensis
5307,Geitodoris heathi,Heath's Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Geitodoris,heathi
5308,Peltodoris nobilis,Sea Lemon,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,nobilis
5309,Rostanga pulchra,Red Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Rostanga,pulchra
5310,Aphelodoris varia,Pancake Aphelodoris,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Aphelodoris,varia
5311,Doris montereyensis,Monterey Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,montereyensis
5312,Phidiana hiltoni,Hilton's Aeolid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Phidiana,hiltoni
5313,Pteraeolidia ianthina,Australian Blue Dragon Nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Pteraeolidia,ianthina
5314,Pteraeolidia semperi,Blue Dragon,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Pteraeolidia,semperi
5315,Flabellinopsis iodinea,Spanish Shawl,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinopsidae,Flabellinopsis,iodinea
5316,Okenia rosacea,Hopkins' Rose Nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,rosacea
5317,Hermissenda crassicornis,Thick-horned Nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,crassicornis
5318,Hermissenda opalescens,Opalescent Nudibranch,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,opalescens
5319,Acanthodoris lutea,Orange-peel Doris,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,lutea
5320,Acanthodoris rhodoceras,Black-tipped Spiny Doris,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,rhodoceras
5321,Onchidoris bilamellata,rough-mantled dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Onchidoris,bilamellata
5322,Phyllidia ocellata,Ocellate Phyllidia,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidia,ocellata
5323,Phyllidia varicosa,Varicose Wart Slug,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidia,varicosa
5324,Phyllidiella pustulosa,Pustulose Wart Slug,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidiella,pustulosa
5325,Limacia cockerelli,Cockerell's Dorid,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Limacia,cockerelli
5326,Polycera atra,Orange-spike Polycera,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,atra
5327,Triopha catalinae,Sea Clown Triopha,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,catalinae
5328,Triopha maculata,Spotted Triopha,Mollusks,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,maculata
5329,Lissachatina fulica,Giant African Land Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Lissachatina,fulica
5330,Rumina decollata,Decollate Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,decollata
5331,Deroceras reticulatum,Milky Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,reticulatum
5332,Ariolimax buttoni,Button's Banana Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,buttoni
5333,Ariolimax californicus,California Banana Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,californicus
5334,Ariolimax columbianus,Pacific Banana Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,columbianus
5335,Arion ater,Black Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,ater
5336,Arion rufus,Red Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,rufus
5337,Arion subfuscus,Dusky Arion,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,subfuscus
5338,Megaustenia imperator,Arboreal Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariophantidae,Megaustenia,imperator
5339,Bradybaena similaris,Asian Tramp Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Bradybaena,similaris
5340,Cochlicopa lubrica,Slippery Moss-snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,lubrica
5341,Discus rotundatus,Rounded Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,rotundatus
5342,Cochlicella barbara,Small Pointed Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Cochlicella,barbara
5343,Haplotrema minimum,California Lancetooth Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema,minimum
5344,Haplotrema vancouverense,Robust Lancetooth Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema,vancouverense
5345,Arianta arbustorum,Copse Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Arianta,arbustorum
5346,Cantareus apertus,Green Garden Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cantareus,apertus
5347,Cepaea hortensis,White-lipped Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,hortensis
5348,Cepaea nemoralis,Brown-lipped Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,nemoralis
5349,Cornu aspersum,Garden Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,aspersum
5350,Helix lucorum,Turkish Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,lucorum
5351,Helix pomatia,Roman Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,pomatia
5352,Massylaea vermiculata,Chocolate-band Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Massylaea,vermiculata
5353,Otala lactea,Milk Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Otala,lactea
5354,Theba pisana,White Italian Snail,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Theba,pisana
5355,Limacus flavus,Yellow Garden Slug,Mollusks,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limacus,flavus
