label,parent_label,idx,parent_idx
"['cistern', 'water_tank']","['tank', 'storage_tank']",5736,4201
['greasepaint'],"['makeup', 'make-up', 'war_paint']",5737,4506
['sweet_pepper'],['pepper'],5738,4394
['gate'],['movable_barrier'],5739,3459
['router'],['power_tool'],5740,3686
"['gauge', 'gage']","['measuring_instrument', 'measuring_system', 'measuring_device']",5741,3564
"['peavey', 'peavy', 'cant_dog', 'dog_hook']",['lever'],5742,4089
['teapot'],['pot'],5743,3197
['cymbal'],"['percussion_instrument', 'percussive_instrument']",5744,3474
"['hand_calculator', 'pocket_calculator']","['calculator', 'calculating_machine']",5745,4106
"['Siamese_cat', 'Siamese']","['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5746,3221
['lip-gloss'],"['makeup', 'make-up', 'war_paint']",5747,4506
['finger_bowl'],['bowl'],5748,2960
['eurypterid'],['arthropod'],5749,4211
"['safety_bicycle', 'safety_bike']","['bicycle', 'bike', 'wheel', 'cycle']",5750,4283
['Great_Pyrenees'],"['dog', 'domestic_dog', 'Canis_familiaris']",5751,3133
['eaglet'],"['eagle', 'bird_of_Jove']",5752,7141
['bier'],"['rack', 'stand']",5753,3743
['tetrapod'],"['vertebrate', 'craniate']",5754,3859
['penal_colony'],"['penal_institution', 'penal_facility']",5755,3232
"['sherbert', 'sherbet']",['frozen_dessert'],5756,4428
['splicer'],['mechanical_device'],5757,3727
['digital_computer'],"['computer', 'computing_machine', 'computing_device', 'data_processor', 'electronic_computer', 'information_processing_system']",5758,3662
"['console_table', 'console']",['table'],5759,3896
"['dustmop', 'dust_mop', 'dry_mop']","['swab', 'swob', 'mop']",5760,3262
['car_train'],"['train', 'railroad_train']",5761,4205
['trilobite'],['arthropod'],5762,4211
['espadrille'],['sandal'],5763,3760
['inkstand'],['tray'],5764,3658
"['mammal', 'mammalian']","['vertebrate', 'craniate']",5765,3859
"['wine_cask', 'wine_barrel']","['barrel', 'cask']",5766,3919
"['cavalier_hat', 'slouch_hat']","['hat', 'chapeau', 'lid']",5767,3223
"['ear', 'spike', 'capitulum']",['fruit'],5768,3390
"['eyepiece', 'ocular']","['lens', 'lense', 'lens_system']",5769,4055
['buckle'],"['fastener', 'fastening', 'holdfast', 'fixing']",5770,3920
"['corgi', 'Welsh_corgi']","['dog', 'domestic_dog', 'Canis_familiaris']",5771,3133
"['integrator', 'planimeter']","['measuring_instrument', 'measuring_system', 'measuring_device']",5772,3564
['clip'],"['fastener', 'fastening', 'holdfast', 'fixing']",5773,3920
"['chanterelle', 'chantarelle', 'Cantharellus_cibarius']",['agaric'],5774,4427
['hand_throttle'],['lever'],5775,4089
"['condenser', 'optical_condenser']","['lens', 'lense', 'lens_system']",5776,4055
"['marrow', 'vegetable_marrow']",['summer_squash'],5777,3587
"['bowling_ball', 'bowl']",['ball'],5778,3693
"['apiary', 'bee_house']",['shed'],5779,3655
['gurney'],['stretcher'],5780,4500
"['necktie', 'tie']",['neckwear'],5781,3786
['sewing_kit'],"['kit', 'outfit']",5782,3483
['diathermy_machine'],['medical_instrument'],5783,3730
['sprinkler'],['mechanical_device'],5784,3727
['cradle'],"['baby_bed', ""baby's_bed""]",5785,2957
['densitometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5786,3564
"['stator', 'stator_coil']",['mechanical_device'],5787,3727
"['toy_dog', 'toy']","['dog', 'domestic_dog', 'Canis_familiaris']",5788,3133
"['caftan', 'kaftan']","['dress', 'frock']",5789,3380
['abaya'],['robe'],5790,4212
['tappet'],['lever'],5791,4089
['compound_lever'],['lever'],5792,4089
['tun'],"['barrel', 'cask']",5793,3919
"['accessory_fruit', 'pseudocarp']",['fruit'],5794,3390
['olive'],['fruit'],5795,3390
['eggnog'],['punch'],5796,3665
['shirtdress'],"['dress', 'frock']",5797,3380
['sextant'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5798,3564
['shoestring_fungus'],['agaric'],5799,4427
"[""Grimes'_golden""]","['eating_apple', 'dessert_apple']",5800,3898
['football'],['ball'],5801,3693
['pitchfork'],['hand_tool'],5802,4340
['plate_rack'],['rack'],5803,3642
"['dinner_pail', 'dinner_bucket']","['bucket', 'pail']",5804,3638
"['home_appliance', 'household_appliance']",['appliance'],5805,4156
['reflex_camera'],"['camera', 'photographic_camera']",5806,3435
['juniper_berry'],['fruit'],5807,3390
['sea_urchin'],['echinoderm'],5808,3177
"['shop', 'store']","['mercantile_establishment', 'retail_store', 'sales_outlet', 'outlet']",5809,3129
['Venetian_blind'],['window_blind'],5810,4232
"['burette', 'buret']","['measuring_instrument', 'measuring_system', 'measuring_device']",5811,3564
['hospital_train'],"['train', 'railroad_train']",5812,4205
['clavichord'],['keyboard_instrument'],5813,3056
"['fez', 'tarboosh']",['cap'],5814,4397
['drogue_parachute'],"['parachute', 'chute']",5815,3103
['cranberry_sauce'],['condiment'],5816,3204
['campaign_hat'],"['hat', 'chapeau', 'lid']",5817,3223
['pedometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5818,3564
['phasianid'],['game_bird'],5819,3324
"['washbasin', 'handbasin', 'washbowl', 'lavabo', 'wash-hand_basin']",['basin'],5820,3974
"['vinegar', 'acetum']",['condiment'],5821,3204
['birdbath'],['basin'],5822,3974
['puppy'],"['dog', 'domestic_dog', 'Canis_familiaris']",5823,3133
"['slip_coach', 'slip_carriage']","['car', 'railcar', 'railway_car', 'railroad_car']",5824,3890
['dress_rack'],"['rack', 'stand']",5825,3743
['flash_camera'],"['camera', 'photographic_camera']",5826,3435
['chainlink_fence'],"['fence', 'fencing']",5827,3619
"['dosemeter', 'dosimeter']","['measuring_instrument', 'measuring_system', 'measuring_device']",5828,3564
['onion_bagel'],"['bagel', 'beigel']",5829,3550
"['alms_dish', 'alms_tray']",['tray'],5830,3658
"['slide_fastener', 'zip', 'zipper', 'zip_fastener']","['fastener', 'fastening', 'holdfast', 'fixing']",5831,3920
"['breeches', 'knee_breeches', 'knee_pants', 'knickerbockers', 'knickers']","['trouser', 'pant']",5832,3085
['spirometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5833,3564
['cubeb'],['fruit'],5834,3390
"['salwar', 'shalwar']","['trouser', 'pant']",5835,3085
['table_knife'],"['cutlery', 'eating_utensil']",5836,3739
"['hip', 'rose_hip', 'rosehip']",['fruit'],5837,3390
['pattypan_squash'],['summer_squash'],5838,3587
['pung'],"['sled', 'sledge', 'sleigh']",5839,4276
['pallet'],['hand_tool'],5840,4340
['shook'],"['barrel', 'cask']",5841,3919
"['toolbox', 'tool_chest', 'tool_cabinet', 'tool_case']",['chest'],5842,3886
['counter'],['table'],5843,3896
"['gun_trigger', 'trigger']",['lever'],5844,4089
['cricket_ball'],['ball'],5845,3693
['fountain_pen'],['pen'],5846,3342
['scoop'],['ladle'],5847,3962
"['monitor', 'monitoring_device']","['display', 'video_display']",5848,3007
"['sea_spider', 'pycnogonid']",['arthropod'],5849,4211
"['drogue', 'drogue_chute', 'drogue_parachute']","['parachute', 'chute']",5850,3103
['ophthalmoscope'],['medical_instrument'],5851,3730
['spatula'],['hand_tool'],5852,4340
"['diaphragm', 'stop']",['mechanical_device'],5853,3727
"['milkcap', 'Lactarius_delicioso']",['agaric'],5854,4427
['space_shuttle'],"['spacecraft', 'ballistic_capsule', 'space_vehicle']",5855,3968
"['kitty', 'kitty-cat', 'puss', 'pussy', 'pussycat']","['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5856,3221
['eudiometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5857,3564
['Burmese_cat'],"['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5858,3221
"['blewits', 'Clitocybe_nuda']",['agaric'],5859,4427
['court'],['residence'],5860,4091
"['academic_gown', 'academic_robe', ""judge's_robe""]","['gown', 'robe']",5861,4498
['whistle'],"['wind_instrument', 'wind']",5862,4144
"['hydrozoan', 'hydroid']","['coelenterate', 'cnidarian']",5863,3199
"['deer_mushroom', 'Pluteus_cervinus']",['agaric'],5864,4427
"['pod', 'seedpod']",['fruit'],5865,3390
['Chlorophyllum_molybdites'],['agaric'],5866,4427
"['felt-tip_pen', 'felt-tipped_pen', 'felt_tip', 'Magic_Marker']",['pen'],5867,3342
"['esophagoscope', 'oesophagoscope']",['optical_instrument'],5868,3664
['pick'],['hand_tool'],5869,4340
['screw'],"['fastener', 'fastening', 'holdfast', 'fixing']",5870,3920
"['atmometer', 'evaporometer']","['measuring_instrument', 'measuring_system', 'measuring_device']",5871,3564
['thermometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5872,3564
['tiller'],['lever'],5873,4089
['shoulder_holster'],['holster'],5874,2902
"['streetcar', 'tram', 'tramcar', 'trolley', 'trolley_car']",['self-propelled_vehicle'],5875,3462
"['ice_wagon', 'ice-wagon']","['wagon', 'waggon']",5876,3191
"['griffon', 'Brussels_griffon', 'Belgian_griffon']","['dog', 'domestic_dog', 'Canis_familiaris']",5877,3133
['aba'],"['overgarment', 'outer_garment']",5878,2987
['Pholiota_flavida'],['agaric'],5879,4427
"['petticoat', 'half-slip', 'underskirt']","['undergarment', 'unmentionable']",5880,2950
"['mountain_bike', 'all-terrain_bike', 'off-roader']","['bicycle', 'bike', 'wheel', 'cycle']",5881,4283
"['Chinese_cabbage', 'celery_cabbage', 'Chinese_celery']","['cabbage', 'chou']",5882,3922
['chordophone'],['stringed_instrument'],5883,3591
['chino'],"['trouser', 'pant']",5884,3085
"['television', 'television_system']","['telecommunication_system', 'telecom_system', 'telecommunication_equipment', 'telecom_equipment']",5885,4048
['pier_table'],['table'],5886,3896
['cam'],['rotating_mechanism'],5887,3740
['sauce'],['condiment'],5888,3204
['mortarboard'],['cap'],5889,4397
"['spectacles', 'specs', 'eyeglasses', 'glasses']",['optical_instrument'],5890,3664
['altazimuth'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5891,3564
['mouser'],"['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5892,3221
['temple_orange'],['orange'],5893,3268
['hot_pepper'],['pepper'],5894,4394
"['proscenium', 'apron', 'forestage']",['stage'],5895,3259
['wattmeter'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5896,3564
"['tom', 'tomcat']","['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5897,3221
['chain'],['ligament'],5898,4575
['pantograph'],['mechanical_device'],5899,3727
"['machine', 'simple_machine']",['mechanical_device'],5900,3727
['tea-strainer'],['strainer'],5901,3754
['morning_dress'],"['dress', 'frock']",5902,3380
"['bevel', 'bevel_square']",['hand_tool'],5903,4340
"['swimming_trunks', 'bathing_trunks']","['swimsuit', 'swimwear', 'bathing_suit', 'swimming_costume', 'bathing_costume']",5904,4217
"['miniskirt', 'mini']",['skirt'],5905,2997
"['buffer', 'polisher']",['power_tool'],5906,3686
['searchlight'],"['light', 'light_source']",5907,3588
['Granny_Smith'],"['eating_apple', 'dessert_apple']",5908,3898
['yellow_squash'],['summer_squash'],5909,3587
['lambrequin'],['scarf'],5910,2915
['deck'],['packet'],5911,3501
['Merlot'],['red_wine'],5912,3908
['head_cabbage'],"['cabbage', 'chou']",5913,3922
"['stamp_mill', 'stamping_mill']","['factory', 'mill', 'manufacturing_plant', 'manufactory']",5914,4190
"['drupe', 'stone_fruit']",['fruit'],5915,3390
"['caldron', 'cauldron']",['pot'],5916,3197
['saucepot'],['pot'],5917,3197
"['propeller', 'propellor']",['mechanical_device'],5918,3727
"['doily', 'doyley', 'doyly']",['linen'],5919,3248
['carrycot'],"['baby_bed', ""baby's_bed""]",5920,2957
"['windshield_wiper', 'windscreen_wiper', 'wiper', 'wiper_blade']",['mechanical_device'],5921,3727
['rebozo'],['scarf'],5922,2915
['amphibian'],"['vertebrate', 'craniate']",5923,3859
"['picket_fence', 'paling']","['fence', 'fencing']",5924,3619
"['catsup_bottle', 'ketchup_bottle']",['bottle'],5925,4007
['sights'],['optical_instrument'],5926,3664
['McIntosh'],"['eating_apple', 'dessert_apple']",5927,3898
['fruitlet'],['fruit'],5928,3390
"['motion-picture_camera', 'movie_camera', 'cine-camera']","['camera', 'photographic_camera']",5929,3435
"['plane', 'planer', 'planing_machine']",['power_tool'],5930,3686
['desk'],['table'],5931,3896
['coffer'],['chest'],5932,3886
['flask'],['bottle'],5933,4007
"['ballistocardiograph', 'cardiograph']",['medical_instrument'],5934,3730
"['wine_bucket', 'wine_cooler']","['bucket', 'pail']",5935,3638
"['armored_vehicle', 'armoured_vehicle']",['self-propelled_vehicle'],5936,3462
['camp'],"['penal_institution', 'penal_facility']",5937,3232
"['tights', 'leotards']","['hosiery', 'hose']",5938,4284
"['grille', 'radiator_grille']","['grate', 'grating']",5939,4062
['churidars'],"['trouser', 'pant']",5940,3085
"['eiderdown', 'duvet', 'continental_quilt']","['quilt', 'comforter', 'comfort', 'puff']",5941,4406
"['adding_machine', 'totalizer', 'totaliser']","['calculator', 'calculating_machine']",5942,4106
"['declinometer', 'transit_declinometer']","['measuring_instrument', 'measuring_system', 'measuring_device']",5943,3564
"['escutcheon', 'scutcheon']","['shield', 'buckler']",5944,3050
"['highboy', 'tallboy']","['chest_of_drawers', 'chest', 'bureau', 'dresser']",5945,4279
['shutter'],['mechanical_device'],5946,3727
"['destroying_angel', 'Amanita_verna']",['agaric'],5947,4427
['vibrator'],['mechanical_device'],5948,3727
"['tabby', 'queen']","['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5949,3221
['pottle'],['pot'],5950,3197
['post_horn'],"['wind_instrument', 'wind']",5951,4144
['rolling_pin'],['kitchen_utensil'],5952,3641
['reamer'],['drill'],5953,4588
"['medusa', 'medusoid', 'medusan']","['coelenterate', 'cnidarian']",5954,3199
['astrodome'],['dome'],5955,3089
['file'],['hand_tool'],5956,4340
"['pug', 'pug-dog']","['dog', 'domestic_dog', 'Canis_familiaris']",5957,3133
['Cortinarius_atkinsonianus'],['agaric'],5958,4427
['Amniota'],"['vertebrate', 'craniate']",5959,3859
"['clothes_closet', 'clothespress']","['wardrobe', 'closet', 'press']",5960,3957
['tunaburger'],['sandwich'],5961,3328
['demijohn'],['bottle'],5962,4007
['hobble_skirt'],['skirt'],5963,2997
"['dryer', 'drier']",['appliance'],5964,4156
['Prima'],"['eating_apple', 'dessert_apple']",5965,3898
['coffeepot'],['pot'],5966,3197
"['bowed_stringed_instrument', 'string']",['stringed_instrument'],5967,3591
['pill_bottle'],['bottle'],5968,4007
['tea_tray'],['tray'],5969,3658
['Pippin'],"['eating_apple', 'dessert_apple']",5970,3898
"['kettle', 'boiler']",['pot'],5971,3197
"['Maltese', 'Maltese_cat']","['domestic_cat', 'house_cat', 'Felis_domesticus', 'Felis_catus']",5972,3221
['spark_lever'],['lever'],5973,4089
['dumbbell'],"['weight', 'free_weight', 'exercising_weight']",5974,3280
['fairy_light'],"['light', 'light_source']",5975,3588
['spirit_lamp'],['lamp'],5976,4200
['treasure_chest'],['chest'],5977,3886
"['piston', 'plunger']",['mechanical_device'],5978,3727
['mantilla'],['scarf'],5979,2915
['tonometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5980,3564
['heliometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5981,3564
['door'],['movable_barrier'],5982,3459
['golf_ball'],['ball'],5983,3693
['umbrella'],['canopy'],5984,3499
['wire'],['ligament'],5985,4575
['Pinot_noir'],['red_wine'],5986,3908
['joystick'],"['control', 'controller']",5987,4247
['altimeter'],"['measuring_instrument', 'measuring_system', 'measuring_device']",5988,3564
"['monocle', 'eyeglass']","['lens', 'lense', 'lens_system']",5989,4055
['adder'],"['calculator', 'calculating_machine']",5990,4106
['forklift'],['self-propelled_vehicle'],5991,3462
['ice-cream_cone'],['frozen_dessert'],5992,4428
"['club_car', 'lounge_car']","['car', 'railcar', 'railway_car', 'railroad_car']",5993,3890
"['flat_panel_display', 'FPD']","['display', 'video_display']",5994,3007
['wasabi'],['condiment'],5995,3204
"['flannel', 'gabardine', 'tweed', 'white']","['trouser', 'pant']",5996,3085
['barge_pole'],['pole'],5997,4359
['valve'],"['control', 'controller']",5998,4247
"['sitz_bath', 'hip_bath']","['bathtub', 'bathing_tub', 'bath', 'tub']",5999,4019
"['sofa', 'couch', 'lounge']",['seat'],6000,4286
['rhinoscope'],['medical_instrument'],6001,3730
"['conference_table', 'council_table', 'council_board']",['table'],6002,3896
['crown_lens'],"['lens', 'lense', 'lens_system']",6003,4055
"['crook', ""shepherd's_crook""]",['staff'],6004,4581
['kurta'],['shirt'],6005,3033
['bench'],['seat'],6006,4286
['sombrero'],"['hat', 'chapeau', 'lid']",6007,3223
['smelling_bottle'],['bottle'],6008,4007
['syringe'],['medical_instrument'],6009,3730
['bandwagon'],"['wagon', 'waggon']",6010,3191
['dial'],"['control', 'controller']",6011,4247
['aquatic_vertebrate'],"['vertebrate', 'craniate']",6012,3859
['acorn_squash'],['winter_squash'],6013,3918
['pool_ball'],['ball'],6014,3693
['static_tube'],"['measuring_instrument', 'measuring_system', 'measuring_device']",6015,3564
['gun'],"['weapon', 'arm', 'weapon_system']",6016,4547
['whippet'],['greyhound'],6017,3848
['floor_lamp'],['lamp'],6018,4438
"['hard_hat', 'tin_hat', 'safety_hat']",['helmet'],6019,3781
['masher'],['kitchen_utensil'],6020,3641
['food_hamper'],['hamper'],6021,4188
['gymnosperm'],"['spermatophyte', 'phanerogam', 'seed_plant']",6022,3630
['operating_table'],['table'],6023,3896
['bolometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",6024,3564
['jellyfish'],"['coelenterate', 'cnidarian']",6025,3199
['sock'],"['hosiery', 'hose']",6026,4284
['torsion_balance'],"['measuring_instrument', 'measuring_system', 'measuring_device']",6027,3564
['applecart'],"['handcart', 'pushcart', 'cart', 'go-cart']",6028,3299
['derrick'],['crane'],6029,4525
"['spotlight', 'spot']",['lamp'],6030,4200
"['coffee_table', 'cocktail_table']",['table'],6031,3896
['torch'],"['light', 'light_source']",6032,3588
"['radiotelegraph', 'radiotelegraphy', 'wireless_telegraph', 'wireless_telegraphy']","['radio', 'wireless']",6033,3472
['factory_whistle'],['whistle'],6034,3194
['madrilene'],['consomme'],6035,3322
['downstage'],['stage'],6036,3259
['square'],['hand_tool'],6037,4340
"['straw_mushroom', 'Chinese_mushroom', 'Volvariella_volvacea']",['agaric'],6038,4427
['edger'],"['garden_tool', 'lawn_tool']",6039,3771
['platen'],['table'],6040,3896
['passenger_train'],"['train', 'railroad_train']",6041,4205
"['catsup', 'ketchup', 'cetchup', 'tomato_ketchup']",['condiment'],6042,3204
"['display_panel', 'display_board', 'board']","['display', 'video_display']",6043,3007
"['Pholiota_squarrosa', 'scaly_pholiota']",['agaric'],6044,4427
"['sweat_pants', 'sweatpants']","['trouser', 'pant']",6045,3085
['drop-leaf_table'],['table'],6046,3896
['turban_squash'],['winter_squash'],6047,3918
['urn'],['pot'],6048,3197
['Venturi_tube'],"['measuring_instrument', 'measuring_system', 'measuring_device']",6049,3564
"['pin', 'flag']",['golf_equipment'],6050,3579
"['lipstick', 'lip_rouge']","['makeup', 'make-up', 'war_paint']",6051,4506
"['binoculars', 'field_glasses', 'opera_glasses']",['optical_instrument'],6052,3664
['jug'],['bottle'],6053,4007
['coatdress'],"['dress', 'frock']",6054,3380
['snap-brim_hat'],"['hat', 'chapeau', 'lid']",6055,3223
['kilt'],['skirt'],6056,2997
"['ballet_skirt', 'tutu']",['skirt'],6057,2997
['clinch'],"['fastener', 'fastening', 'holdfast', 'fixing']",6058,3920
"['swathe', 'wrapping']","['bandage', 'patch']",6059,3048
['deerstalker'],"['hat', 'chapeau', 'lid']",6060,3223
['regulator'],"['control', 'controller']",6061,4247
['chemical_plant'],"['factory', 'mill', 'manufacturing_plant', 'manufactory']",6062,4190
"['club_sandwich', 'three-decker', 'triple-decker']",['sandwich'],6063,3328
['cedar_chest'],['chest'],6064,3886
['shower_cap'],['cap'],6065,4397
"['stamping_machine', 'stamper']",['power_tool'],6066,3686
"['barbecue', 'barbeque']",['rack'],6067,3642
['keg'],"['barrel', 'cask']",6068,3919
"['nematode', 'nematode_worm', 'roundworm']",['worm'],6069,3634
['Winesap'],"['eating_apple', 'dessert_apple']",6070,3898
"['olive_drab', 'olive-drab_uniform']",['military_uniform'],6071,4363
"['dial_telephone', 'dial_phone']","['telephone', 'phone', 'telephone_set']",6072,4192
['laundry_cart'],"['handcart', 'pushcart', 'cart', 'go-cart']",6073,3299
['capeline_bandage'],"['bandage', 'patch']",6074,3048
['copyholder'],['mechanical_device'],6075,3727
"['snap', 'snap_fastener', 'press_stud']","['fastener', 'fastening', 'holdfast', 'fixing']",6076,3920
['tracked_vehicle'],['self-propelled_vehicle'],6077,3462
"['foam', 'froth']",['bubble'],6078,4024
"['bacon-lettuce-tomato_sandwich', 'BLT']",['sandwich'],6079,3328
['hunting_dog'],"['dog', 'domestic_dog', 'Canis_familiaris']",6080,3133
['vibrator'],['mechanical_device'],6081,3727
"['jean', 'blue_jean', 'denim']","['trouser', 'pant']",6082,3085
['fish_house_punch'],['punch'],6083,3665
['hedge_trimmer'],"['garden_tool', 'lawn_tool']",6084,3771
['pestle'],['hand_tool'],6085,4340
"['motor_vehicle', 'automotive_vehicle']",['self-propelled_vehicle'],6086,3462
['paper_cutter'],['cutting_implement'],6087,3308
"['radar', 'microwave_radar', 'radio_detection_and_ranging', 'radiolocation']","['measuring_instrument', 'measuring_system', 'measuring_device']",6088,3564
['porringer'],['bowl'],6089,2960
"['recreational_vehicle', 'RV', 'R.V.']",['self-propelled_vehicle'],6090,3462
['crosse'],"['racket', 'racquet']",6091,3370
['Pluteus_aurantiorugosus'],['agaric'],6092,4427
"['dovecote', 'columbarium', 'columbary']",['birdhouse'],6093,4065
['baldachin'],['canopy'],6094,3499
['lowboy'],"['chest_of_drawers', 'chest', 'bureau', 'dresser']",6095,4279
"['spear', 'lance', 'shaft']","['weapon', 'arm', 'weapon_system']",6096,4547
['luge'],"['sled', 'sledge', 'sleigh']",6097,4276
"['winder', 'key']",['mechanical_device'],6098,3727
"['hurricane_lamp', 'hurricane_lantern', 'tornado_lantern', 'storm_lantern', 'storm_lamp']",['lamp'],6099,4200
"['patchwork', 'patchwork_quilt']","['quilt', 'comforter', 'comfort', 'puff']",6100,4406
"['royal_agaric', ""Caesar's_agaric"", 'Amanita_caesarea']",['agaric'],6101,4427
['Baldwin'],"['eating_apple', 'dessert_apple']",6102,3898
"['bobsled', 'bobsleigh', 'bob']","['sled', 'sledge', 'sleigh']",6103,4276
"['kid_glove', 'suede_glove']",['glove'],6104,3881
"['baseball_cap', 'jockey_cap', 'golf_cap']",['cap'],6105,4397
['saw'],['hand_tool'],6106,4340
['chicken_sandwich'],['sandwich'],6107,3328
['gathered_skirt'],['skirt'],6108,2997
['Gymnopilus_spectabilis'],['agaric'],6109,4427
"['tachistoscope', 't-scope']",['scientific_instrument'],6110,4435
['meniscus'],"['lens', 'lense', 'lens_system']",6111,4055
['stoker'],['mechanical_device'],6112,3727
['stake'],['instrument_of_execution'],6113,4018
"['long_trousers', 'long_pants']","['trouser', 'pant']",6114,3085
"['pipet', 'pipette']","['measuring_instrument', 'measuring_system', 'measuring_device']",6115,3564
['cafeteria_tray'],['tray'],6116,3658
['instar'],['arthropod'],6117,4211
"['ice-cream_cake', 'icebox_cake']",['frozen_dessert'],6118,4428
"['diskette', 'floppy', 'floppy_disk']","['magnetic_disk', 'magnetic_disc', 'disk', 'disc']",6119,4351
['strip_lighting'],"['light', 'light_source']",6120,3588
['variometer'],"['measuring_instrument', 'measuring_system', 'measuring_device']",6121,3564
"['annelid', 'annelid_worm', 'segmented_worm']",['worm'],6122,3634
"['covered_wagon', 'Conestoga_wagon', 'Conestoga', 'prairie_wagon', 'prairie_schooner']","['wagon', 'waggon']",6123,3191
['handcar'],"['car', 'railcar', 'railway_car', 'railroad_car']",6124,3890
"['cotter', 'cottar']","['fastener', 'fastening', 'holdfast', 'fixing']",6125,3920
"['anthozoan', 'actinozoan']","['coelenterate', 'cnidarian']",6126,3199
['chokecherry'],['fruit'],6127,3390
['stretcher'],['mechanical_device'],6128,3727
['mealie'],"['ear', 'spike', 'capitulum']",6129,5768
['chair_of_state'],['chair'],6130,5336
"['solenogaster', 'aplacophoran']","['gastropod', 'univalve']",6131,4860
['Rhodesian_ridgeback'],['hunting_dog'],6132,6080
['mandolin'],['chordophone'],6133,5883
['remoulade_sauce'],['sauce'],6134,5888
"['grocery_store', 'grocery', 'food_market', 'market']","['marketplace', 'market_place', 'mart', 'market']",6135,5364
['aspirator'],['pump'],6136,5155
['combine'],"['harvester', 'reaper']",6137,5688
['guided_missile'],['missile'],6138,5133
['squab'],"['sofa', 'couch', 'lounge']",6139,6000
['lever'],"['machine', 'simple_machine']",6140,5900
['sloop_of_war'],"['warship', 'war_vessel', 'combat_ship']",6141,4990
"['linchpin', 'lynchpin']",['pin'],6142,5607
['Geneva_gown'],"['academic_gown', 'academic_robe', ""judge's_robe""]",6143,5861
"['gallinaceous_bird', 'gallinacean']",['bird'],6144,4862
['pollinator'],['insect'],6145,5139
['lorgnette'],"['spectacles', 'specs', 'eyeglasses', 'glasses']",6146,5890
['overhead_projector'],['projector'],6147,5273
"['car', 'auto', 'automobile', 'machine', 'motorcar']","['motor_vehicle', 'automotive_vehicle']",6148,6086
['slide_projector'],['projector'],6149,5273
['iron_horse'],"['locomotive', 'engine', 'locomotive_engine', 'railway_locomotive']",6150,4830
"['anklet', 'anklets', 'bobbysock', 'bobbysocks']",['sock'],6151,6026
['bird_of_passage'],['bird'],6152,4862
['torpedo_boat'],"['warship', 'war_vessel', 'combat_ship']",6153,4990
['bean'],['seed'],6154,5244
['seeker'],"['projectile', 'missile']",6155,5621
['balalaika'],['chordophone'],6156,5883
"['iceboat', 'ice_yacht', 'scooter']","['vessel', 'watercraft']",6157,5284
"['chambered_nautilus', 'pearly_nautilus', 'nautilus']","['cephalopod', 'cephalopod_mollusk']",6158,5089
"['bongo', 'bongo_drum']","['drum', 'membranophone', 'tympan']",6159,4993
['bifocals'],"['spectacles', 'specs', 'eyeglasses', 'glasses']",6160,5890
"['worm_fence', 'snake_fence', 'snake-rail_fence', 'Virginia_fence']",['rail_fence'],6161,4923
['Chrysaora_quinquecirrha'],['jellyfish'],6162,6025
['hitch'],['knot'],6163,4786
['twitterer'],['bird'],6164,4862
['plank-bed'],['bed'],6165,4767
"['Saint_Bernard', 'St_Bernard']",['working_dog'],6166,4794
['turnpike'],['gate'],6167,5739
['baster'],"['cooking_utensil', 'cookware']",6168,5010
['barbecue_sauce'],['sauce'],6169,5888
['tipsy_cake'],['trifle'],6170,5428
"['sleeping_car', 'sleeper', 'wagon-lit']","['passenger_car', 'coach', 'carriage']",6171,4707
['topper'],['coat'],6172,4818
"['spruce_grouse', 'Canachites_canadensis']",['grouse'],6173,5124
['toga'],['cloak'],6174,5276
"['repair_shop', 'fix-it_shop']","['shop', 'store']",6175,5809
['chocolate_ice_cream'],"['ice_cream', 'icecream']",6176,5110
['specialty_store'],"['shop', 'store']",6177,5809
['pneumatic_drill'],['power_drill'],6178,5443
['reflectometer'],['meter'],6179,5528
['triclinium'],"['dining_table', 'board']",6180,5224
['combination_lock'],['lock'],6181,5052
['pip'],['seed'],6182,5244
"['smoker', 'smoking_car', 'smoking_carriage', 'smoking_compartment']","['passenger_car', 'coach', 'carriage']",6183,4707
['bunk'],['bed'],6184,4767
['boxcar'],['freight_car'],6185,5111
['champagne_cup'],['cup'],6186,5259
"['passerine', 'passeriform_bird']",['bird'],6187,4862
"['raincoat', 'waterproof']",['coat'],6188,4818
['cannon'],['gun'],6189,6016
"['harvestman', 'daddy_longlegs', 'Phalangium_opilio']","['arachnid', 'arachnoid']",6190,5314
